content,group,seg_tokens,pos_tags,word_pos_pairs,clean_tokens
吃饭最怕碰到小孩了，一大堆小屁孩吵死了。,Group_Child,吃饭 最 怕 碰到 小孩 了 ， 一大堆 小屁孩 吵死 了 。,v d v v n ul x m nr v ul x,吃饭/v 最/d 怕/v 碰到/v 小孩/n 了/ul ，/x 一大堆/m 小屁孩/nr 吵死/v 了/ul 。/x,"['吃饭', '碰到', '一大堆', '吵死']"
在我眼里，他就是个小屁孩！,Group_Child,在 我 眼里 ， 他 就是 个 小屁孩 ！,p r s x r d q nr x,在/p 我/r 眼里/s ，/x 他/r 就是/d 个/q 小屁孩/nr ！/x,['眼里']
这一群小屁孩没一个省心的。,Group_Child,这 一群 小屁孩 没 一个 省心 的 。,r m nr v m n uj x,这/r 一群/m 小屁孩/nr 没/v 一个/m 省心/n 的/uj 。/x,['省心']
青春期的小屁孩完全说不通，真不懂他们怎么想的。,Group_Child,青春期 的 小屁孩 完全 说 不通 ， 真不 懂 他们 怎么 想 的 。,t uj nr ad v a x d v r r v uj x,青春期/t 的/uj 小屁孩/nr 完全/ad 说/v 不通/a ，/x 真不/d 懂/v 他们/r 怎么/r 想/v 的/uj 。/x,"['青春期', '不通', '真不']"
那个在拥挤的楼梯上蹦跳的小屁孩，真想踹他一脚。,Group_Child,那个 在 拥挤 的 楼梯 上 蹦跳 的 小屁孩 ， 真 想 踹 他 一脚 。,r p v uj n f v uj nr x d v v r mq x,那个/r 在/p 拥挤/v 的/uj 楼梯/n 上/f 蹦跳/v 的/uj 小屁孩/nr ，/x 真/d 想/v 踹/v 他/r 一脚/mq 。/x,"['拥挤', '楼梯', '蹦跳', '一脚']"
这个恶魔般的熊孩子是哪来的？！,Group_Child,这个 恶魔 般的 熊孩子 是 哪 来 的 ？ ！,r n u x v r v uj x x,这个/r 恶魔/n 般的/u 熊孩子/x 是/v 哪/r 来/v 的/uj ？/x ！/x,"['恶魔', '般的', '熊孩子']"
参加冬青奥的都是些小屁孩。,Group_Child,参加 冬青 奥 的 都 是 些 小屁孩 。,v nr j uj d v q nr x,参加/v 冬青/nr 奥/j 的/uj 都/d 是/v 些/q 小屁孩/nr 。/x,"['参加', '冬青']"
那群小屁孩里，只有一个叫我姐姐。,Group_Child,那 群 小屁孩 里 ， 只有 一个 叫 我 姐姐 。,r q nr f x c m v r n x,那/r 群/q 小屁孩/nr 里/f ，/x 只有/c 一个/m 叫/v 我/r 姐姐/n 。/x,['姐姐']
那个年纪的小屁孩，性取向都还没开化吧？,Group_Child,那个 年纪 的 小屁孩 ， 性取向 都还没 开化 吧 ？,r t uj nr x n nr v y x,那个/r 年纪/t 的/uj 小屁孩/nr ，/x 性取向/n 都还没/nr 开化/v 吧/y ？/x,"['年纪', '性取向', '都还没', '开化']"
我讨厌小孩子，因为他们总是在泳池里乱窜。,Group_Child,我 讨厌 小孩子 ， 因为 他们 总是 在 泳池 里 乱窜 。,r v n x c r c p n f v x,我/r 讨厌/v 小孩子/n ，/x 因为/c 他们/r 总是/c 在/p 泳池/n 里/f 乱窜/v 。/x,"['讨厌', '小孩子', '泳池', '乱窜']"
今天几个小屁孩玩水溅了我一身，气得我好想骂人。,Group_Child,今天 几个 小屁孩 玩水 溅 了 我 一身 ， 气 得 我 好 想 骂人 。,t m nr n v ul r m x n ud r a v n x,今天/t 几个/m 小屁孩/nr 玩水/n 溅/v 了/ul 我/r 一身/m ，/x 气/n 得/ud 我/r 好/a 想/v 骂人/n 。/x,"['玩水', '一身', '骂人']"
这就是一个小屁孩混进去了。,Group_Child,这 就是 一个 小屁孩 混进去 了 。,r d m nr l ul x,这/r 就是/d 一个/m 小屁孩/nr 混进去/l 了/ul 。/x,['混进去']
幸好她的叛逆期很短。,Group_Child,幸好 她 的 叛逆 期 很 短 。,a r uj v q d a x,幸好/a 她/r 的/uj 叛逆/v 期/q 很/d 短/a 。/x,"['幸好', '叛逆']"
他觉得对方是个小屁孩，不带他一起玩。,Group_Child,他 觉得 对方 是 个 小屁孩 ， 不 带 他 一起 玩 。,r v n v q nr x d v r m v x,他/r 觉得/v 对方/n 是/v 个/q 小屁孩/nr ，/x 不/d 带/v 他/r 一起/m 玩/v 。/x,['对方']
我还要去面对20个一年级的小屁孩。,Group_Child,我 还要 去 面对 20 个 一年级 的 小屁孩 。,r c v v m m b uj nr x,我/r 还要/c 去/v 面对/v 20/m 个/m 一年级/b 的/uj 小屁孩/nr 。/x,"['还要', '面对', '20', '一年级']"
他完全还是个小屁孩。,Group_Child,他 完全 还是 个 小屁孩 。,r ad c q nr x,他/r 完全/ad 还是/c 个/q 小屁孩/nr 。/x,[]
看完第一集，我只记得一群小屁孩了。,Group_Child,看 完 第一集 ， 我 只 记得 一群 小屁孩 了 。,v v m x r d v m nr ul x,看/v 完/v 第一集/m ，/x 我/r 只/d 记得/v 一群/m 小屁孩/nr 了/ul 。/x,"['第一集', '记得']"
我真想穿过屏幕捶死这个小屁孩。,Group_Child,我 真 想 穿过 屏幕 捶 死 这个 小屁孩 。,r d v v n v v r nr x,我/r 真/d 想/v 穿过/v 屏幕/n 捶/v 死/v 这个/r 小屁孩/nr 。/x,"['穿过', '屏幕']"
那个不修边幅的女探员，可能带着一个叛逆期的孩子。,Group_Child,那个 不修边幅 的 女 探员 ， 可能 带 着 一个 叛逆 期 的 孩子 。,r n uj n n x v v uz m v q uj n x,那个/r 不修边幅/n 的/uj 女/n 探员/n ，/x 可能/v 带/v 着/uz 一个/m 叛逆/v 期/q 的/uj 孩子/n 。/x,"['不修边幅', '探员', '叛逆']"
楼上的小屁孩在砸地板，门外的小屁孩在哭闹。,Group_Child,楼上 的 小屁孩 在 砸 地板 ， 门外 的 小屁孩 在 哭闹 。,s uj nr p v n x s uj nr p v x,楼上/s 的/uj 小屁孩/nr 在/p 砸/v 地板/n ，/x 门外/s 的/uj 小屁孩/nr 在/p 哭闹/v 。/x,"['楼上', '地板', '门外', '哭闹']"
我又不是没见过世面的小屁孩。,Group_Child,我 又 不是 没 见过世面 的 小屁孩 。,r d c v l uj nr x,我/r 又/d 不是/c 没/v 见过世面/l 的/uj 小屁孩/nr 。/x,['见过世面']
想当年，我还是个不知天高地厚的小屁孩。,Group_Child,想当年 ， 我 还是 个 不知天高地厚 的 小屁孩 。,l x r c q i uj nr x,想当年/l ，/x 我/r 还是/c 个/q 不知天高地厚/i 的/uj 小屁孩/nr 。/x,"['想当年', '不知天高地厚']"
就知道在一些不懂事的小屁孩面前吹牛逼。,Group_Child,就 知道 在 一些 不懂事 的 小屁孩 面前 吹牛 逼 。,d v p m l uj nr f n v x,就/d 知道/v 在/p 一些/m 不懂事/l 的/uj 小屁孩/nr 面前/f 吹牛/n 逼/v 。/x,"['不懂事', '面前', '吹牛']"
后面坐了一个爆炸吵的小屁孩，我好崩溃。,Group_Child,后面 坐 了 一个 爆炸 吵 的 小屁孩 ， 我 好 崩溃 。,f v ul m v v uj nr x r a v x,后面/f 坐/v 了/ul 一个/m 爆炸/v 吵/v 的/uj 小屁孩/nr ，/x 我/r 好/a 崩溃/v 。/x,"['爆炸', '崩溃']"
我真的太讨厌熊孩子和他们的家长了。,Group_Child,我 真的 太 讨厌 熊孩子 和 他们 的 家长 了 。,r d d v x c r uj n ul x,我/r 真的/d 太/d 讨厌/v 熊孩子/x 和/c 他们/r 的/uj 家长/n 了/ul 。/x,"['讨厌', '熊孩子', '家长']"
生个孩子不仅漏尿气虚，长大后还绝对叛逆。,Group_Child,生 个 孩子 不仅 漏尿 气虚 ， 长大 后 还 绝对 叛逆 。,v q n c n n x ns f d d v x,生/v 个/q 孩子/n 不仅/c 漏尿/n 气虚/n ，/x 长大/ns 后/f 还/d 绝对/d 叛逆/v 。/x,"['漏尿', '气虚', '长大', '叛逆']"
那个穿我裙子臭美的小屁孩。,Group_Child,那个 穿 我 裙子 臭美 的 小屁孩 。,r v r n n uj nr x,那个/r 穿/v 我/r 裙子/n 臭美/n 的/uj 小屁孩/nr 。/x,"['裙子', '臭美']"
我讨厌所有没有边界感的小屁孩。,Group_Child,我 讨厌 所有 没有 边界 感 的 小屁孩 。,r v b v n vg uj nr x,我/r 讨厌/v 所有/b 没有/v 边界/n 感/vg 的/uj 小屁孩/nr 。/x,"['讨厌', '边界']"
青春期没怎么叛逆的后果，就是二十岁后才开始把父母不让做的事都做一遍。,Group_Child,青春期 没 怎么 叛逆 的 后果 ， 就是 二十岁 后才 开始 把 父母 不让 做 的 事 都 做 一遍 。,t v r v uj n x d m t v p n v v uj n d v m x,青春期/t 没/v 怎么/r 叛逆/v 的/uj 后果/n ，/x 就是/d 二十岁/m 后才/t 开始/v 把/p 父母/n 不让/v 做/v 的/uj 事/n 都/d 做/v 一遍/m 。/x,"['青春期', '叛逆', '后果', '二十岁', '后才', '不让', '一遍']"
那个小屁孩居然说我的宠物猪长得丑。,Group_Child,那个 小屁孩 居然 说 我 的 宠物猪 长 得 丑 。,r nr d v r uj n a ud a x,那个/r 小屁孩/nr 居然/d 说/v 我/r 的/uj 宠物猪/n 长/a 得/ud 丑/a 。/x,['宠物猪']
我不想像个小屁孩一样哭哭啼啼地博取同情。,Group_Child,我 不 想像 个 小屁孩 一样 哭哭啼啼 地 博取 同情 。,r d v q nr r z uv v n x,我/r 不/d 想像/v 个/q 小屁孩/nr 一样/r 哭哭啼啼/z 地/uv 博取/v 同情/n 。/x,"['想像', '哭哭啼啼', '博取', '同情']"
这群小屁孩的唱功是真烂啊。,Group_Child,这 群 小屁孩 的 唱功 是 真烂 啊 。,r q nr uj n v a y x,这/r 群/q 小屁孩/nr 的/uj 唱功/n 是/v 真烂/a 啊/y 。/x,"['唱功', '真烂']"
一个熊孩子踹到了我的书包。,Group_Child,一个 熊孩子 踹 到 了 我 的 书包 。,m x v v ul r uj n x,一个/m 熊孩子/x 踹/v 到/v 了/ul 我/r 的/uj 书包/n 。/x,"['熊孩子', '书包']"
我都困了，这小屁孩怎么还不睡觉？,Group_Child,我 都 困 了 ， 这 小屁孩 怎么 还 不 睡觉 ？,r d v ul x r nr r d d v x,我/r 都/d 困/v 了/ul ，/x 这/r 小屁孩/nr 怎么/r 还/d 不/d 睡觉/v ？/x,['睡觉']
他就像那种青春期逃学的叛逆小孩。,Group_Child,他 就 像 那种 青春期 逃学 的 叛逆 小孩 。,r d v r t v uj v n x,他/r 就/d 像/v 那种/r 青春期/t 逃学/v 的/uj 叛逆/v 小孩/n 。/x,"['那种', '青春期', '逃学', '叛逆']"
他总幻想自己能回去吊打那群小屁孩。,Group_Child,他 总 幻想 自己 能 回去 吊打 那 群 小屁孩 。,r b n r v v v r q nr x,他/r 总/b 幻想/n 自己/r 能/v 回去/v 吊打/v 那/r 群/q 小屁孩/nr 。/x,"['幻想', '回去', '吊打']"
我快被这几个小屁孩气死了！,Group_Child,我 快 被 这 几个 小屁孩 气死 了 ！,r a p r m nr n ul x,我/r 快/a 被/p 这/r 几个/m 小屁孩/nr 气死/n 了/ul ！/x,['气死']
这小屁孩怎么还不睡觉呢？,Group_Child,这 小屁孩 怎么 还 不 睡觉 呢 ？,r nr r d d v y x,这/r 小屁孩/nr 怎么/r 还/d 不/d 睡觉/v 呢/y ？/x,['睡觉']
在网上挑事对线的都是这种小屁孩。,Group_Child,在 网上 挑事 对线 的 都 是 这种 小屁孩 。,p s v n uj d v r nr x,在/p 网上/s 挑事/v 对线/n 的/uj 都/d 是/v 这种/r 小屁孩/nr 。/x,"['网上', '挑事', '对线']"
周末的麦当劳要被小屁孩吵死了。,Group_Child,周末 的 麦当劳 要 被 小屁孩 吵死 了 。,t uj nrt v p nr v ul x,周末/t 的/uj 麦当劳/nrt 要/v 被/p 小屁孩/nr 吵死/v 了/ul 。/x,"['周末', '麦当劳', '吵死']"
不要总想着支配你的孩子，尤其是在他很叛逆的时候。,Group_Child,不要 总 想着 支配 你 的 孩子 ， 尤其 是 在 他 很 叛逆 的 时候 。,df b v vn r uj n x d v p r d v uj n x,不要/df 总/b 想着/v 支配/vn 你/r 的/uj 孩子/n ，/x 尤其/d 是/v 在/p 他/r 很/d 叛逆/v 的/uj 时候/n 。/x,"['想着', '支配', '叛逆']"
不玩微博就是装老粉的小屁孩，还是好好上学去吧。,Group_Child,不 玩 微 博 就是 装 老粉 的 小屁孩 ， 还是 好好 上学 去 吧 。,d v a n d v n uj nr x c d n v y x,不/d 玩/v 微/a 博/n 就是/d 装/v 老粉/n 的/uj 小屁孩/nr ，/x 还是/c 好好/d 上学/n 去/v 吧/y 。/x,"['老粉', '好好', '上学']"
最烦高铁上大声叫唤的小屁孩了。,Group_Child,最烦 高铁 上 大声 叫唤 的 小屁孩 了 。,a n f m v uj nr ul x,最烦/a 高铁/n 上/f 大声/m 叫唤/v 的/uj 小屁孩/nr 了/ul 。/x,"['最烦', '高铁', '大声', '叫唤']"
他觉得自己很叛逆，于是开始抽烟、喝酒、逃课。,Group_Child,他 觉得 自己 很 叛逆 ， 于是 开始 抽烟 、 喝酒 、 逃课 。,r v r zg v x c v v x v x v x,他/r 觉得/v 自己/r 很/zg 叛逆/v ，/x 于是/c 开始/v 抽烟/v 、/x 喝酒/v 、/x 逃课/v 。/x,"['叛逆', '抽烟', '喝酒', '逃课']"
课堂上总是心不在焉的他，原来早就是叛逆的年纪了。,Group_Child,课堂 上 总是 心不在焉 的 他 ， 原来 早就 是 叛逆 的 年纪 了 。,n f c i uj r x d d v v uj t ul x,课堂/n 上/f 总是/c 心不在焉/i 的/uj 他/r ，/x 原来/d 早就/d 是/v 叛逆/v 的/uj 年纪/t 了/ul 。/x,"['课堂', '心不在焉', '早就', '叛逆', '年纪']"
去死吧，小屁孩！,Group_Child,去死吧 ， 小屁孩 ！,n x nr x,去死吧/n ，/x 小屁孩/nr ！/x,['去死吧']
早知道还不如做个叛逆的小孩。,Group_Child,早 知道 还 不如 做 个 叛逆 的 小孩 。,a v d c v q v uj n x,早/a 知道/v 还/d 不如/c 做/v 个/q 叛逆/v 的/uj 小孩/n 。/x,['叛逆']
一个5岁半的孩子突然到了叛逆敏感期。,Group_Child,一个 5 岁 半 的 孩子 突然 到 了 叛逆 敏感期 。,m m m m uj n ad v ul v n x,一个/m 5/m 岁/m 半/m 的/uj 孩子/n 突然/ad 到/v 了/ul 叛逆/v 敏感期/n 。/x,"['叛逆', '敏感期']"
熊孩子是真的烦人。,Group_Child,熊孩子 是 真的 烦人 。,x v d a x,熊孩子/x 是/v 真的/d 烦人/a 。/x,"['熊孩子', '烦人']"
每次一卸妆，看到镜子里那副小屁孩的模样就心烦。,Group_Child,每次 一 卸妆 ， 看到 镜子 里 那 副 小屁孩 的 模样 就 心烦 。,r m v x v n f r b nr uj n d a x,每次/r 一/m 卸妆/v ，/x 看到/v 镜子/n 里/f 那/r 副/b 小屁孩/nr 的/uj 模样/n 就/d 心烦/a 。/x,"['每次', '卸妆', '镜子', '模样', '心烦']"
他谈起恋爱来就像个小屁孩。,Group_Child,他 谈起 恋爱 来 就 像 个 小屁孩 。,r v v v d v q nr x,他/r 谈起/v 恋爱/v 来/v 就/d 像/v 个/q 小屁孩/nr 。/x,"['谈起', '恋爱']"
连比你矮一头的小屁孩都打不过，真是气人。,Group_Child,连比 你 矮 一头 的 小屁孩 都 打 不过 ， 真是 气 人 。,v r v m uj nr d v c x d n n x,连比/v 你/r 矮/v 一头/m 的/uj 小屁孩/nr 都/d 打/v 不过/c ，/x 真是/d 气/n 人/n 。/x,"['连比', '一头']"
满嘴网络热梗的小屁孩，真想一巴掌扇死。,Group_Child,满嘴 网络 热梗 的 小屁孩 ， 真 想 一巴掌 扇 死 。,ns n n uj nr x d v i q v x,满嘴/ns 网络/n 热梗/n 的/uj 小屁孩/nr ，/x 真/d 想/v 一巴掌/i 扇/q 死/v 。/x,"['满嘴', '网络', '热梗', '一巴掌']"
我对小屁孩的厌恶到了极点，他们已经吵了一个小时了。,Group_Child,我 对 小屁孩 的 厌恶 到 了 极点 ， 他们 已经 吵 了 一个 小时 了 。,r p nr uj v v ul d x r d v ul m n ul x,我/r 对/p 小屁孩/nr 的/uj 厌恶/v 到/v 了/ul 极点/d ，/x 他们/r 已经/d 吵/v 了/ul 一个/m 小时/n 了/ul 。/x,"['厌恶', '极点', '小时']"
那个熊孩子都困到崩溃了。,Group_Child,那个 熊孩子 都 困到 崩溃 了 。,r x d v v ul x,那个/r 熊孩子/x 都/d 困到/v 崩溃/v 了/ul 。/x,"['熊孩子', '困到', '崩溃']"
现在的小屁孩越来越难骗了。,Group_Child,现在 的 小屁孩 越来越 难 骗 了 。,t uj nr d a v ul x,现在/t 的/uj 小屁孩/nr 越来越/d 难/a 骗/v 了/ul 。/x,['越来越']
我真的会被一些没有礼貌的小屁孩气笑。,Group_Child,我 真的 会 被 一些 没有 礼貌 的 小屁孩 气 笑 。,r d v p m v n uj nr n v x,我/r 真的/d 会/v 被/p 一些/m 没有/v 礼貌/n 的/uj 小屁孩/nr 气/n 笑/v 。/x,['礼貌']
我受不了这群小屁孩了！,Group_Child,我 受不了 这 群 小屁孩 了 ！,r l r q nr ul x,我/r 受不了/l 这/r 群/q 小屁孩/nr 了/ul ！/x,['受不了']
他的嘴角笑得很对称，看来叛逆期还没到。,Group_Child,他 的 嘴角 笑 得 很 对称 ， 看来 叛逆 期 还 没到 。,r uj n v ud d v x v v q d v x,他/r 的/uj 嘴角/n 笑/v 得/ud 很/d 对称/v ，/x 看来/v 叛逆/v 期/q 还/d 没到/v 。/x,"['嘴角', '对称', '叛逆', '没到']"
我在看一群小屁孩打架。,Group_Child,我 在 看 一群 小屁孩 打架 。,r p v m nr v x,我/r 在/p 看/v 一群/m 小屁孩/nr 打架/v 。/x,['打架']
熊家长和熊孩子都滚！,Group_Child,熊 家长 和 熊孩子 都 滚 ！,nr n c x d v x,熊/nr 家长/n 和/c 熊孩子/x 都/d 滚/v ！/x,"['家长', '熊孩子']"
你个小屁孩，凭什么啊？,Group_Child,你个 小屁孩 ， 凭 什么 啊 ？,r nr x p r zg x,你个/r 小屁孩/nr ，/x 凭/p 什么/r 啊/zg ？/x,['你个']
我竟然是个连17岁都不到的小屁孩。,Group_Child,我 竟然 是 个 连 17 岁 都 不到 的 小屁孩 。,r d v q u m m d v uj nr x,我/r 竟然/d 是/v 个/q 连/u 17/m 岁/m 都/d 不到/v 的/uj 小屁孩/nr 。/x,"['17', '不到']"
我小时候没有叛逆期，因为爹妈打得太狠了。,Group_Child,我 小时候 没有 叛逆 期 ， 因为 爹妈 打 得 太狠 了 。,r n v v n x c n v ud a ul x,我/r 小时候/n 没有/v 叛逆/v 期/n ，/x 因为/c 爹妈/n 打/v 得/ud 太狠/a 了/ul 。/x,"['小时候', '叛逆', '爹妈', '太狠']"
一个十岁的小屁孩不准发春。,Group_Child,一个十岁 的 小屁孩 不准 发春 。,m uj nr v vn x,一个十岁/m 的/uj 小屁孩/nr 不准/v 发春/vn 。/x,"['一个十岁', '不准', '发春']"
就算他们再聪明，也还是小屁孩，很容易被骗。,Group_Child,就算 他们 再 聪明 ， 也 还是 小屁孩 ， 很 容易 被 骗 。,v r d a x d c nr x zg a p v x,就算/v 他们/r 再/d 聪明/a ，/x 也/d 还是/c 小屁孩/nr ，/x 很/zg 容易/a 被/p 骗/v 。/x,"['就算', '聪明']"
那两个小屁孩把烟花放冰箱里，惹出了大事。,Group_Child,那 两个 小屁孩 把 烟花 放 冰箱 里 ， 惹出 了 大事 。,r m nr p n v n f x v ul n x,那/r 两个/m 小屁孩/nr 把/p 烟花/n 放/v 冰箱/n 里/f ，/x 惹出/v 了/ul 大事/n 。/x,"['烟花', '冰箱', '惹出', '大事']"
一个小屁孩去迎合一群成年粉丝，思维完全不在一个层面。,Group_Child,一个 小屁孩 去 迎合 一群 成年 粉丝 ， 思维 完全 不 在 一个 层面 。,m nr v v m t n x n ad d p m n x,一个/m 小屁孩/nr 去/v 迎合/v 一群/m 成年/t 粉丝/n ，/x 思维/n 完全/ad 不/d 在/p 一个/m 层面/n 。/x,"['迎合', '成年', '粉丝', '思维', '层面']"
当妈的都知道，女儿的叛逆期最不好管了。,Group_Child,当妈 的 都 知道 ， 女儿 的 叛逆 期 最 不好 管 了 。,n uj d v x n uj v q d d v ul x,当妈/n 的/uj 都/d 知道/v ，/x 女儿/n 的/uj 叛逆/v 期/q 最/d 不好/d 管/v 了/ul 。/x,"['当妈', '叛逆', '不好']"
那个小屁孩已经很会指使大人干活了。,Group_Child,那个 小屁孩 已经 很 会 指使 大人 干活 了 。,r nr d d v v n a ul x,那个/r 小屁孩/nr 已经/d 很/d 会/v 指使/v 大人/n 干活/a 了/ul 。/x,"['指使', '大人', '干活']"
他表面看着不良，实际还是个小屁孩。,Group_Child,他 表面 看着 不良 ， 实际 还是 个 小屁孩 。,r n v a x n c q nr x,他/r 表面/n 看着/v 不良/a ，/x 实际/n 还是/c 个/q 小屁孩/nr 。/x,"['表面', '不良']"
当有个小屁孩整天在你背后叫阿姨的时候，感觉自己真的老了。,Group_Child,当 有个 小屁孩 整天 在 你 背后 叫 阿姨 的 时候 ， 感觉 自己 真的 老 了 。,p r nr m p r f v nr uj n x n r d a ul x,当/p 有个/r 小屁孩/nr 整天/m 在/p 你/r 背后/f 叫/v 阿姨/nr 的/uj 时候/n ，/x 感觉/n 自己/r 真的/d 老/a 了/ul 。/x,"['有个', '整天', '背后', '阿姨']"
他情愿给那些名不见经传的小屁孩作配。,Group_Child,他 情愿 给 那些 名不见经传 的 小屁孩 作配 。,r n p r i uj nr v x,他/r 情愿/n 给/p 那些/r 名不见经传/i 的/uj 小屁孩/nr 作配/v 。/x,"['情愿', '名不见经传', '作配']"
怎么才能把一个叛逆的弟弟变乖？,Group_Child,怎么 才能 把 一个 叛逆 的 弟弟 变乖 ？,r v p m v uj n v x,怎么/r 才能/v 把/p 一个/m 叛逆/v 的/uj 弟弟/n 变乖/v ？/x,"['叛逆', '弟弟', '变乖']"
